% 1. Title: Citation Classification
 % 
 % 2. Sources:
 %  (a) Creator: Lucas Lopes Resende
 %  (b) Donor: USPTO
 %  (c) Date: April 2020
 % 
 @RELATION Patent

@ATTRIBUTE class {"Communication & Textual Studies","Psychology & Cognitive Sciences","General Science & Technology","Social Sciences","Physics & Astronomy","Built Environment & Design","Enabling & Strategic Technologies","Visual & Performing Arts","Biology","Information & Communication Technologies","Agriculture Fisheries & Forestry","Public Health & Health Services","Earth & Environmental Sciences","Mathematics & Statistics","Engineering","Clinical Medicine","Chemistry","Historical Studies","Field English","Economics & Business ","General Arts Humanities & Social Sciences","Biomedical Research","Philosophy & Theology"}
@ATTRIBUTE citation String

@DATA
"Communication & Textual Studies","Find sources Linguistics– news · newspapers · books · scholar · JSTOR December Learn how and when to remove this template message"
"Psychology & Cognitive Sciences","Mental disintegration may also occur leading to dementia or ailments such as Alzheimer's disease The average age of onset for dementia in males is and for women It is generally believed that crystallized intelligence increases up to old age while fluid intelligence decreases with age Whether or not normal intelligence increases or decreases with age depends on the measure and study Longitudinal studies show that perceptual speed inductive reasoning and spatial orientation decline An article on adult cognitive development reports that cross sectional studies show thatsome abilities remained stable into early old age"
"Psychology & Cognitive Sciences","Counseling psychologists undergo the same level of rigor in study and use many of the same interventions and tools as clinical psychologists including psychotherapy and assessment Traditionally counseling psychologists helped people with what might be considered normal or moderate psychological problems such as the feelings of anxiety or sadness resulting from major life changes or events However that distinction has faded over time and of the counseling psychologists who do not go into academia which does not involve treatment or diagnosis the majority of counseling psychologists treat mental illness alongside clinical psychologists Many counseling psychologists also receive specialized training in career assessment group therapy and relationship counseling"
"Psychology & Cognitive Sciences","John W Pilley Alliston K Reid Border collie comprehends object names as verbal referentsPDF Behavioural Processes doi jbeproc PMID"
"Psychology & Cognitive Sciences","Researchers who study animal cognition are interested in understanding the mental processes that control complex behavior and much of their work parallels that of cognitive psychologists working with humans For example there is extensive research with animals on attention categorization concept formation memory spatial cognition and time estimation Much research in these and other areas is related directly or indirectly to behaviors important to survival in natural settings such as navigation tool use and numerical competence Thus comparative psychology and animal cognition are heavily overlapping research categories"
"Psychology & Cognitive Sciences","The termintersubjectivitywas introduced in psychoanalysis by George E Atwood and Robert Stolorow Intersubjective approaches emphasize how both personality development and the therapeutic process are influenced by the interrelationship between the patient's subjective perspective and that of others The authors of the interpersonal relational and intersubjective approaches Otto Rank Heinz Kohut Stephen A Mitchell Jessica Benjamin Bernard Brandchaft J Fosshage Donna MOrange ArnoldArnieMindell Thomas Ogden Owen Renik Irwin Z Hoffman Harold Searles Colwyn Trevarthen Edgar A Levenson Jay Greenberg Edward R Ritvo Beatrice Beebe Frank M Lachmann Herbert Rosenfeld and Daniel Stern"
"Psychology & Cognitive Sciences","Human performance modeling A method of quantifying human behavior cognition and processes a tool used by human factors researchers and practitioners for both the analysis of human function and for the development of systems designed for optimal user experience and interaction"
"Psychology & Cognitive Sciences"," Safety and Health Topics | Ergonomics | Occupational Safety and Health Administrationwwwoshagov Retrieved March"
"Psychology & Cognitive Sciences","Jacques Derrida incorporated aspects of psychoanalytic theory into his theory of deconstruction in order to question what he called the 'metaphysics of presence' Derrida also turns some of these ideas against Freud to reveal tensions and contradictions in his work For example although Freud defines religion and metaphysics as displacements of the identification with the father in the resolution of the Oedipal complex Derrida insists in The Postcard From Socrates to Freud and Beyond that the prominence of the father in Freud's own analysis is itself indebted to the prominence given to the father in Western metaphysics and theology since Plato"
"Psychology & Cognitive Sciences","Erber Ralph Theoretical Frameworks for Personal Relationships Hillsdale NJ Psychology Press p ISBN "
"Psychology & Cognitive Sciences","Artificial intelligence AI involves the study of cognitive phenomena in machines One of the practical goals of AI is to implement aspects of human intelligence in computers Computers are also widely used as a tool with which to study cognitive phenomena Computational modeling uses simulations to study how human intelligence may be structured See § Computational modeling"
"Psychology & Cognitive Sciences","In the latter half of the th century the phraseexperimental psychologyhad shifted in meaning due to the expansion of psychology as a discipline and the growth in the size and number of its sub disciplines Experimental psychologists use a range of methods and do not confine themselves to a strictly experimental approach partly because developments in the philosophy of science have affected the exclusive prestige of experimentation In contrast an experimental method is now widely used in fields such as developmental and social psychology which were not previously part of experimental psychology The phrase continues in use however in the titles of a number of well established high prestige learned societies and scientific journals as well as some university courses of study in psychology"
"Psychology & Cognitive Sciences"," germinal stageMosby's Medical Dictionary th edition Elsevier Retrieved October"
"Psychology & Cognitive Sciences","Fields of psychology and other disciplines that draw upon or overlap with comparative psychology include"
"Psychology & Cognitive Sciences","Epistemics is a term coined in by the University of Edinburgh with the foundation of its School of Epistemics Epistemics is to be distinguished from epistemology in that epistemology is the philosophical theory of knowledge whereas epistemics signifies the scientific study of knowledge"
"Psychology & Cognitive Sciences","Ultrasound has shown that infants are capable of a range of movements in the womb many of which appear to be more than simple reflexes By the time they are born infants can recognize and have a preference for their mother's voice suggesting some prenatal development of auditory perception Prenatal development and birth complications may also be connected to neurodevelopmental disorders for example in schizophrenia With the advent of cognitive neuroscience embryology and the neuroscience of prenatal development is of increasing interest to developmental psychology research"
"Psychology & Cognitive Sciences","The Audience including a variety of demographics personality traits and preferences"
"Psychology & Cognitive Sciences","The references in this section are unclear because of a lack of inline citations"
"Psychology & Cognitive Sciences","Administration business public Anthrozoology Area studies Business studies Cognitive science Communication studies Community studies Cultural studies Development studies Education Environmental social science studies Food studies Gender studies Global studies History of technology Human ecology Information science International studies Linguistics Media studies Philosophy of science economics history psychology social science Planning land use regional urban Political ecology Political economy Public health Regional science Science and technology studies Science studies historical Quantum social science Social work Vegan studies"
"Psychology & Cognitive Sciences","Wizard of Oz This is a comparatively uncommon technique but has seen some use in mobile devices Based upon the Wizard of Oz experiment this technique involves an operator who remotely controls the operation of a device to imitate the response of an actual computer program It has the advantage of producing a highly changeable set of reactions but can be quite costly and difficult to undertake"
"Psychology & Cognitive Sciences","Open Science Collaboration August Estimating the reproducibility of psychological scienceScience aac doi scienceaac hdl PMID"
"Psychology & Cognitive Sciences","Proper ergonomic design is necessary to prevent repetitive strain injuries and other musculoskeletal disorders which can develop over time and can lead to long term disability"
"Psychology & Cognitive Sciences","The field is a combination of numerous disciplines such as psychology sociology engineering biomechanics industrial design physiology anthropometry interaction design visual design user experience and user interface design In research human factors employs the scientific method to study human behavior so that the resultant data may be applied to the four primary goals In essence it is the study of designing equipment devices and processes that fit the human body and its cognitive abilities The two termshuman factorsandergonomicsare essentially synonymous"
"Psychology & Cognitive Sciences","Magnetoencephalography MEG measures magnetic fields resulting from cortical activity It is similar to EEG except that it has improved spatial resolution since the magnetic fields it measures are not as blurred or attenuated by the scalp meninges and so forth as the electrical activity measured in EEG is MEG uses SQUID sensors to detect tiny magnetic fields"
"Psychology & Cognitive Sciences","Norcross John & Goldfried Marvin The Future of Psychotherapy Integration A RoundtableJournal of Psychotherapy Integration doi "
"Psychology & Cognitive Sciences","Waude Adam July Social Influence Why We Conform In Groupswwwpsychologistworldcom Retrieved April"
"Psychology & Cognitive Sciences","Alleyne Richard Girls now reaching puberty before  a year sooner than years agoThe Daily Telegraph London"
"Psychology & Cognitive Sciences","Gay Peter Freud A Life for Our Time New York W W Norton –"
"Psychology & Cognitive Sciences","Emotional regulation or ER refers to an individual's ability to modulate emotional responses across a variety of contexts In young children this modulation is in part controlled externally by parents and other authority figures As children develop they take on more and more responsibility for their internal state Studies have shown that the development of ER is affected by the emotional regulation children observe in parents and caretakers the emotional climate in the home and the reaction of parents and caretakers to the child's emotions"
"Psychology & Cognitive Sciences","To protect the rights and well being of research participants and at the same time discover meaningful results and insights into human behavior virtually all social psychology research must pass an ethical review process At most colleges and universities this is conducted by an ethics committee or Institutional Review Board This group examines the proposed research to make sure that no harm is likely to be done to the participants and that the study's benefits outweigh any possible risks or discomforts to people taking part in the study"
"Psychology & Cognitive Sciences","The microsystem is the immediate environment surrounding and influencing the individual example school or the home setting The mesosystem is the combination of two microsystems and how they influence each other example sibling relationships at home vs peer relationships at school The exosystem is the interaction among two or more settings that are indirectly linked example a father's job requiring more overtime ends up influencing his daughter's performance in school because he can no longer help with her homework The macrosystem is broader taking into account social economic status culture beliefs customs and morals example a child from a wealthier family sees a peer from a less wealthy family as inferior for that reason Lastly the chronosystem refers to the chronological nature of life events and how they interact and change the individual and their circumstances through transition example a mother losing her own mother to illness and no longer having that support in her life"
"Psychology & Cognitive Sciences","Object relations theory attempts to explain the ups and downs of human relationships through a study of how internal representations of the self and others are organized The clinical symptoms that suggest object relations problems typically developmental delays throughout life include disturbances in an individual's capacity to feel warmth empathy trust sense of security identity stability consistent emotional closeness and stability in relationships with significant others It is not suggested that one should trust everyone for example Concepts regarding internal representations also sometimes termed,introspects self and object representations orinternalization of self and otheralthough often attributed to Melanie Klein were actually first mentioned by Sigmund Freud in his early concepts of drive theory Three Essays on the Theory of Sexuality Freud's paperMourning and Melancholia for example hypothesized that unresolved grief was caused by the survivor's internalized image of the deceased becoming fused with that of the survivor and then the survivor shifting unacceptable anger toward the deceased onto the now complex self image"
"Psychology & Cognitive Sciences"," Ergonomic Guidelines for Common Job Functions Within The Telecommunication IndustryPDF"
"Psychology & Cognitive Sciences","Some well known behaviorists such as Edward C Tolman and Clark Hull popularized the idea of operationism or operational definition Operational definition implies that a concept be defined in terms of concrete observable procedures Experimental psychologists attempt to define currently unobservable phenomena such as mental events by connecting them to observations by chains of reasoning"
"Psychology & Cognitive Sciences","Brewer M Research Design and Issues of Validity In Reis H & Judd C eds Handbook of Research Methods in Social and Personality Psychology Cambridge Cambridge University Press"
"Psychology & Cognitive Sciences","Brenan Teresa ed Between Feminism and Psychoanalysis London and NY Routledge ISBN "
"Psychology & Cognitive Sciences","a b c Steinberg Laurence Adolescence th ed Boston McGraw Hill Higher Education pp ISBN "
"Psychology & Cognitive Sciences","The theoretical foundations of psychoanalysis lie in the same philosophical currents that lead to interpretive phenomenology rather than in those that lead to scientific positivism making the theory largely incompatible with positivist approaches to the study of the mind"
"Psychology & Cognitive Sciences","Leichsenring Falk & Leibing Eric The effectiveness of psychodynamic therapy and cognitive behavior therapy in the treatment of personality disorders A meta analysisThe American Journal of Psychiatry doi appiajp PMID"
"Psychology & Cognitive Sciences","Markus Hazel Self Schemata and Processing InformationJournal of Personality and Social Psychology doi "
"Psychology & Cognitive Sciences","Is Freud Still Alive  No Not Really Archived at the Wayback Machine John F Kihlstrom"
"Psychology & Cognitive Sciences","The Communicator including credibility expertise trustworthiness and attractiveness"
"Psychology & Cognitive Sciences","During psychoanalytic sessions which typically last minutes and ideally take place times a week the patient theanalysandmay lie on a couch with the analyst often sitting just behind and out of sight The patient expresses his or her thoughts including free associations fantasies and dreams from which the analyst infers the unconscious conflicts causing the patient's symptoms and character problems Through the analysis of these conflicts which includes interpreting the transference and countertransference the analyst's feelings for the patient the analyst confronts the patient's pathological defenses to help the patient gain insight"
"Psychology & Cognitive Sciences","a b c Hacking Ian September Telepathy Origins of Randomization in Experimental DesignIsis A Special Issue on Artifact and Experiment doi JSTOR MR"
"Psychology & Cognitive Sciences","Think aloud protocol Also known asconcurrent verbal protocol this is the process of asking a user to execute a series of tasks or use technology while continuously verbalizing their thoughts so that a researcher can gain insights as to the users' analytical process Can be useful for finding design flaws that do not affect task performance but may have a negative cognitive effect on the user Also useful for utilizing experts to better understand procedural knowledge of the task in question Less expensive than focus groups but tends to be more specific and subjective"
"Psychology & Cognitive Sciences","One of the most prevalent types of work related injuries is musculoskeletal disorder Work related musculoskeletal disorders WRMDs result in persistent pain loss of functional capacity and work disability but their initial diagnosis is difficult because they are mainly based on complaints of pain and other symptoms Every year million US workers experience WRMDs and nearly of the injuries are serious enough to cause workers to miss work Certain jobs or work conditions cause a higher rate of worker complaints of undue strain localized fatigue discomfort or pain that does not go away after overnight rest These types of jobs are often those involving activities such as repetitive and forceful exertions frequent heavy or overhead lifts awkward work positions or use of vibrating equipment The Occupational Safety and Health Administration OSHA has found substantial evidence that ergonomics programs can cut workers' compensation costs increase productivity and decrease employee turnover Mitigation solutions can include both short term and long term solutions Short and long term solutions involve awareness training positioning of the body furniture and equipment and ergonomic exercises Sit stand stations and computer accessories that provide soft surfaces for resting the palm as well as split keyboards are recommended Additionally resources within the HR department can be allocated to provide assessments to employees to ensure the above listed criteria is met Therefore it is important to gather data to identify jobs or work conditions that are most problematic using sources such as injury and illness logs medical records and job analyses"
"Psychology & Cognitive Sciences","Evolutionary developmental psychology is a research paradigm that applies the basic principles of Darwinian evolution particularly natural selection to understand the development of human behavior and cognition It involves the study of both the genetic and environmental mechanisms that underlie the development of social and cognitive competencies as well as the epigenetic gene environment interactions processes that adapt these competencies to local conditions"
"Psychology & Cognitive Sciences","Social Psychology plays a key role in a child's development During this time teens are faced with many issues and decisions that can impact a teen's social development They are faced with self esteem issues peer pressure drugs alcohol tobacco sex social media and more Psychologists today are not fully aware of the effect of social media Social media is worldwide so one can be influenced by something they will never encounter in real life In social media had become the single most important activity in adolescents and even some older adults lives"
"Psychology & Cognitive Sciences"," The Professorial Provocateur Noam Chomsky interviewed by Deborah Solomon"
"Psychology & Cognitive Sciences","Wyatt I D Occupational changes during the th century Monthly Lab Rev "
"Psychology & Cognitive Sciences","Optical imaging This technique uses infrared transmitters and receivers to measure the amount of light reflectance by blood near different areas of the brain Since oxygenated and deoxygenated blood reflects light by different amounts we can study which areas are more active ie those that have more oxygenated blood Optical imaging has moderate temporal resolution but poor spatial resolution It also has the advantage that it is extremely safe and can be used to study infants' brains"
"Psychology & Cognitive Sciences","Some of the more recognized names in cognitive science are usually either the most controversial or the most cited Within philosophy some familiar names include Daniel Dennett who writes from a computational systems perspective John Searle known for his controversial Chinese room argument and Jerry Fodor who advocates functionalism"
"Psychology & Cognitive Sciences","Eye tracking This methodology is used to study a variety of cognitive processes most notably visual perception and language processing The fixation point of the eyes is linked to an individual's focus of attention Thus by monitoring eye movements we can study what information is being processed at a given time Eye tracking allows us to study cognitive processes on extremely short time scales Eye movements reflect online decision making during a task and they provide us with some insight into the ways in which those decisions may be processed"
"Psychology & Cognitive Sciences","A wide variety of species have been studied by comparative psychologists However a small number have dominated the scene Ivan Pavlov's early work used dogs although they have been the subject of occasional studies since then they have not figured prominently Increasing interest in the study of abnormal animal behavior has led to a return to the study of most kinds of domestic animal Thorndike began his studies with cats but American comparative psychologists quickly shifted to the more economical rat which remained the almost invariable subject for the first half of the th century and continues to be used"
"Psychology & Cognitive Sciences","Many psychoanalytic training centers in the United States have been accredited by special committees of the APsaA or the IPA Because of theoretical differences there are independent institutes usually founded by psychologists who until were not permitted access to psychoanalytic training institutes of the APsaA Currently there are between and independent institutes in the United States As well other institutes are affiliated to other organizations such as the American Academy of Psychoanalysis and Dynamic Psychiatry and the National Association for the Advancement of Psychoanalysis At most psychoanalytic institutes in the United States qualifications for entry include a terminal degree in a mental health field such as PhD PsyD MSW or MD A few institutes restrict applicants to those already holding an MD or PhD and most institutes in Southern California confer a PhD or PsyD in psychoanalysis upon graduation which involves completion of the necessary requirements for the state boards that confer that doctoral degree The first training institute in America to educate non medical psychoanalysts was The National Psychological Association for Psychoanalysis in New York City It was founded by the analyst Theodor Reik The Contemporary Freudian originally the New York Freudian Society an offshoot of the National Psychological Association has a branch in Washington DC It is a component society institute or the IPA"
"Psychology & Cognitive Sciences"," Teenage Growth & Development to YearsPalo Alto Medical Foundation pamforg Retrieved "
"Psychology & Cognitive Sciences","Schwartz Casey Tell It About Your MotherThe New York Times Magazine June Retrieved July "
"Psychology & Cognitive Sciences","Henry David Clinical psychology abroadAmerican Psychologist doi h"
"Psychology & Cognitive Sciences","Zorzi Marco Testolin Alberto Stoianov Ivilin P August Modeling language and cognition with deep unsupervised learning a tutorial overviewFrontiers in Psychology doi fpsyg ISSN PMC PMID"
"Psychology & Cognitive Sciences","Virtual manufacturing and response surface methodology VMRSM This method uses computerized tools and statistical analysis for workstation design"
"Psychology & Cognitive Sciences","As a scientific endeavor experimental psychology shares several assumptions with most other sciences Among these are the following"
"Psychology & Cognitive Sciences","Ethnographic analysis Using methods derived from ethnography this process focuses on observing the uses of technology in a practical environment It is a qualitative and observational method that focuses onreal worldexperience and pressures and the usage of technology or environments in the workplace The process is best used early in the design process"
"Psychology & Cognitive Sciences","Freud S Three Essays on the Theory of Sexuality VII nd ed Hogarth Press"
"Psychology & Cognitive Sciences","Analytical organizations such as the IPA APsaA and the European Federation for Psychoanalytic Psychotherapy have established procedures and models for the indication and practice of psychoanalytical therapy for trainees in analysis The match between the analyst and the patient can be viewed as another contributing factor for the indication and contraindication for psychoanalytic treatment The analyst decides whether the patient is suitable for psychoanalysis This decision made by the analyst besides made on the usual indications and pathology is also based to a certain degree by thefitbetween analyst and patient A person's suitability for analysis at any particular time is based on their desire to know something about where their illness has come from Someone who is not suitable for analysis expresses no desire to know more about the root causes of their illness"
"Psychology & Cognitive Sciences","Rowan John Ordinary Ecstasy The Dialectics of Humanistic Psychology London UK Brunner Routledge ISBN "
"Psychology & Cognitive Sciences","The theory was refined by Hartmann Loewenstein and Kris in a series of papers and books from through the late s Leo Bellak was a later contributor This series of constructs paralleling some of the later developments of cognitive theory includes the notions of autonomous ego functions mental functions not dependent at least in origin on intrapsychic conflict Such functions include sensory perception motor control symbolic thought logical thought speech abstraction integration synthesis orientation concentration judgment about danger reality testing adaptive ability executive decision making hygiene and self preservation Freud noted that inhibition is one method that the mind may utilize to interfere with any of these functions in order to avoid painful emotions Hartmann s pointed out that there may be delays or deficits in such functions"
"Psychology & Cognitive Sciences","The EEG is an instrument that can reflect the summed electrical activity of neural cell assemblies in the brain It was originally used as an attempt to improve medical diagnoses Later it became a key instrument to psychologists in examining brain activity and it remains a key instrument used in the field today"
"Psychology & Cognitive Sciences","Studies are longitudinal in nature therefore attrition can become a problem"
"Psychology & Cognitive Sciences","Social psychology Information and Resources Page at All About PsychologyCom"
"Psychology & Cognitive Sciences","Slater A Lewis M Introduction to Infant Development Oxford OUP ISBN "
"Psychology & Cognitive Sciences","Smit Y Huibers J Ioannidis J van Dyck R van Tilburg W Arntz A The effectiveness of long term psychoanalytic psychotherapy   A meta analysis of randomized controlled trialsClinical Psychology Review doi jcpr PMID"
"Psychology & Cognitive Sciences","Psychologist have spent decades studying the power of social influence and the way in which it manipulates people's opinions and behavior Specifically social influence refers to the way in which individuals change their ideas and actions to meet the demands of a social group received authority social role or a minority within a group wielding influence over the majority No matter if you are student teacher doctor lawyer or entrepreneur you will encounter some type of social influence"
"Psychology & Cognitive Sciences","An olfactometer is any device that is used to measure the sense of smell The most basic type in early studies was placing a subject in a room containing a specific measured amount of an odorous substance More intricate devices involve some form of sniffing device such as the neck of a bottle The most common olfactometer found in psychology laboratories at one point was the Zwaardemker olfactometer It had two glass nasal tubes projecting through a screen One end would be inserted into a stimulus chamber the other end is inserted directly into the nostrils"
"Psychology & Cognitive Sciences","Research results have tended to support views of long term efficacy"
"Psychology & Cognitive Sciences","Gerber Andrew J Kocsis James H Milrod Barbara L Roose Steven P Barber Jacques P Thase Michael E Perkins Patrick Leon Andrew C A Quality Based Review of Randomized Controlled Trials of Psychodynamic PsychotherapyAmerican Journal of Psychiatry doi appiajp PMID"
"Psychology & Cognitive Sciences","Lerner RM Concepts and theories of human development Mahwah NJ Erlbaum"
"Psychology & Cognitive Sciences","Morley S Eccleston C Williams A Systematic review and meta analysis of randomized controlled trials of cognitive behaviour therapy and behaviour therapy for chronic pain in adults excluding headachePain doi s PMID"
"Psychology & Cognitive Sciences","Sarter N B Cohen P R Multimodal information presentation in support of human automation communication and coordination Advances in Human Performance and Cognitive Engineering Research pp doi S ISBN "
"Psychology & Cognitive Sciences","Smithsonian Education Carbon to Computers A Short History of the Birth and Growth of the American Offic http wwwsmithsonianeducationorg scitech carbons text birthhtml"
"Psychology & Cognitive Sciences","Clinicians have a wide range of individual interventions to draw from often guided by their training for example a cognitive behavioral therapy CBT clinician might use worksheets to record distressing cognitions a psychoanalyst might encourage free association while a psychologist trained in Gestalt techniques might focus on immediate interactions between client and therapist Clinical psychologists generally seek to base their work on research evidence and outcome studies as well as on trained clinical judgment Although there are literally dozens of recognized therapeutic orientations their differences can often be categorized on two dimensions insight vs action and in session vs out session"
"Psychology & Cognitive Sciences","In the latter half of the th century the phraseexperimental psychologyhad shifted in meaning due to the expansion of psychology as a discipline and the growth in the size and number of its sub disciplines Experimental psychologists use a range of methods and do not confine themselves to a strictly experimental approach partly because developments in the philosophy of science have affected the exclusive prestige of experimentation In contrast an experimental method is now widely used in fields such as developmental and social psychology which were not previously part of experimental psychology The phrase continues in use however in the titles of a number of well established high prestige learned societies and scientific journals as well as some university courses of study in psychology"
"Psychology & Cognitive Sciences","Robert Stolorow George Atwood & Donna Orange Worlds of Experience Interweaving Philosophical and Clinical Dimensions in Psychoanalysis New York Basic Books"
"Psychology & Cognitive Sciences"," First Trimester American Pregnancy Associationamericanpregnancyorg May Archived from the original on April"
"Psychology & Cognitive Sciences","Johnson Laird PN Peirce logic diagrams and the elementary operations of reasoningThinking & Reasoning CiteSeerX doi "
"Psychology & Cognitive Sciences","Bronfenbrenner U The Ecology of Human Development Experiments by Nature and Design Cambridge MA Harvard University Press ISBN "
"Psychology & Cognitive Sciences"," Code of Ethics and ConductPDF betabpsorguk August Retrieved "
"Psychology & Cognitive Sciences","He believed there is tension between the conscious and unconscious because the conscious tries to hold back what the unconscious tries to express To explain this he developed three personality structures the id ego and superego The id the most primitive of the three functions according to the pleasure principle seek pleasure and avoid pain The superego plays the critical and moralizing role and the ego is the organized realistic part that mediates between the desires of the id and the superego"
"Psychology & Cognitive Sciences","Developmental psychology involves a range of fields such as educational psychology child psychopathology forensic developmental psychology child development cognitive psychology ecological psychology and cultural psychology Influential developmental psychologists from the th century include Urie Bronfenbrenner Erik Erikson Sigmund Freud Jean Piaget Barbara Rogoff Esther Thelen and Lev Vygotsky"
"Psychology & Cognitive Sciences","a b Vygotsky LS Mind in Society Cambridge MA Harvard University Press"
"Psychology & Cognitive Sciences","Freud first used the term psychoanalysis in French in Die Traumdeutung The Interpretation of Dreams which Freud saw as hismost significant work appeared in November Psychoanalysis was later developed in different directions mostly by students of Freud such as Alfred Adler and Carl Gustav Jung,d and by neo Freudians such as Erich Fromm Karen Horney and Harry Stack Sullivan Freud retained the term psychoanalysis for his own school of thought"
"Psychology & Cognitive Sciences","Sturm T Ash MG Roles of instruments in psychological researchHistory of Psychology doi PMID"
"Psychology & Cognitive Sciences","The Institute of Psychoanalysis is the foremost publisher of psychoanalytic literature The volume Standard Edition of the Complete Psychological Works of Sigmund Freud was conceived translated and produced under the direction of the British Psychoanalytical Society The Society in conjunction with Random House will soon publish a new revised and expanded Standard Edition With the New Library of Psychoanalysis the Institute continues to publish the books of leading theorists and practitioners The International Journal of Psychoanalysis is published by the Institute of Psychoanalysis Now in its th year it has one of the largest circulations of any psychoanalytic journal"
"Psychology & Cognitive Sciences","Many of these were active in fields other than animal psychology this is characteristic of comparative psychologists"
"Psychology & Cognitive Sciences","Main articles Infant and child psychology and Infant cognitive development"
"Psychology & Cognitive Sciences","One school opposed to experimental psychology has been associated with the Frankfurt School which calls its ideasCritical TheoryCritical psychologists claim that experimental psychology approaches humans as entities independent of the cultural economic and historical context in which they exist These contexts of human mental processes and behavior are neglected according to critical psychologists like Herbert Marcuse In so doing experimental psychologists paint an inaccurate portrait of human nature while lending tacit support to the prevailing social order according to critical theorists like Theodor Adorno and Jürgen Habermas in their essays in The Positivist Debate in German Sociology"
"Psychology & Cognitive Sciences","Experimental psychology was introduced into the United States by George Trumbull Ladd who founded Yale University's psychological laboratory in In Ladd published Elements of Physiological Psychology the first American textbook that extensively discussed experimental psychology Between Ladd's founding of the Yale Laboratory and his textbook the center of experimental psychology in the US shifted to Johns Hopkins University where George Hall and Charles Sanders Peirce were extending and qualifying Wundt's work"
"Psychology & Cognitive Sciences"," Home Page of Environmental Ergonomics SocietyEnvironmental ergonomicsorg Retrieved April"
"Psychology & Cognitive Sciences","Michels RobertPsychoanalysis and Psychiatry A Changing Relationship American Mental Health Foundation archived June"
"Psychology & Cognitive Sciences","These techniques are primarily based on conflict theory see above As object relations theory evolved supplemented by the work of John Bowlby and Mary Ainsworth techniques with patients who had more severe problems with basic trust Erikson and a history of maternal deprivation see the works of Augusta Alpert led to new techniques with adults These have sometimes been called interpersonal intersubjective cf Stolorow relational or corrective object relations techniques These techniques include expressing an empathic attunement to the patient or warmth exposing a bit of the analyst's personal life or attitudes to the patient allowing the patient autonomy in the form of disagreement with the analyst cf IH Paul Letters to Simon and explaining the motivations of others which the patient misperceives Ego psychological concepts of deficit in functioning led to refinements in supportive therapy These techniques are particularly applicable to psychotic and near psychotic cf Eric Marcus,Psychosis and Near psychosispatients These supportive therapy techniques include discussions of reality encouragement to stay alive including hospitalization psychotropic medicines to relieve overwhelming depressive affect or overwhelming fantasies hallucinations and delusions and advice about the meanings of things to counter abstraction failures"
"Psychology & Cognitive Sciences","The University of Pennsylvania was the first to offer formal education in clinical psychology"
"Psychology & Cognitive Sciences","Routh Donald Clinical psychology since Science practice and organization New York Plenum Press ISBN "
"Psychology & Cognitive Sciences","Charles N Jeffress October BEACON Biodynamics and Ergonomics Symposium University of Connecticut Farmington Conn"
"Psychology & Cognitive Sciences","Which line matches the first line A B or C  In the Asch conformity experiments people frequently followed the majority judgment even when the majority was objectively wrong"
"Psychology & Cognitive Sciences","a b Polanyi M F Cole D C Ferrier S E Facey M Worksite Upper Extremity Research Group March Paddling upstream A contextual analysis of implementation of a workplace ergonomic policy at a large newspaperApplied Ergonomics doi japergo PMID"
"Psychology & Cognitive Sciences","There have been several criticisms of experimental psychology"
"Psychology & Cognitive Sciences","Structural theory divides the psyche into the id the ego and the super ego The id is present at birth as the repository of basic instincts which Freud calledTriebedrives unorganized and unconscious it operates merely on the 'pleasure principle' without realism or foresight The ego develops slowly and gradually being concerned with mediating between the urging of the id and the realities of the external world it thus operates on the 'reality principle' The super ego is held to be the part of the ego in which self observation self criticism and other reflective and judgmental faculties develop The ego and the super ego are both partly conscious and partly unconscious"
"Psychology & Cognitive Sciences","The Audience including a variety of demographics personality traits and preferences"
"Psychology & Cognitive Sciences","People develop their self concepts by varied means including introspection feedback from others self perception and social comparison By comparing themselves to relevant others people gain information about themselves and they make inferences that are relevant to self esteem Social comparisons can be eitherupwardordownward"
"Psychology & Cognitive Sciences","Emily A Kuriloff Contemporary Psychoanalysis and the Legacy of the Third Reich Routledge p ISBN "
"Psychology & Cognitive Sciences","Linley Alex et al Positive psychology Past present and possible futurePDF The Journal of Positive Psychology doi hdl Archived from the original PDF on Retrieved "
"Psychology & Cognitive Sciences","a b Pilgram D & Treacher A Clinical Psychology Observed London & USA Canada Routledge ISBN "
"Psychology & Cognitive Sciences","In order to have a description of what constitutes intelligent behavior one must study behavior itself This type of research is closely tied to that in cognitive psychology and psychophysics By measuring behavioral responses to different stimuli one can understand something about how those stimuli are processed Lewandowski and Strohmetz review a collection of innovative uses of behavioral measurement in psychology including behavioral traces behavioral observations and behavioral choice Behavioral traces are pieces of evidence that indicate behavior occurred but the actor is not present eg litter in a parking lot or readings on an electric meter Behavioral observations involve the direct witnessing of the actor engaging in the behavior eg watching how close a person sits next to another person Behavioral choices are when a person selects between two or more options eg voting behavior choice of a punishment for another participant"
"Psychology & Cognitive Sciences","In the middle of the th century behaviorism became a dominant paradigm within psychology especially in the United States This led to some neglect of mental phenomena within experimental psychology In Europe this was less the case as European psychology was influenced by psychologists such as Sir Frederic Bartlett Kenneth Craik WE Hick and Donald Broadbent who focused on topics such as thinking memory and attention This laid the foundations for the subsequent development of cognitive psychology"
"Psychology & Cognitive Sciences","Grünbaum Adolf The Foundations of Psychoanalysis A Philosophical Critique ISBN "
