Numer	Journal	Field
	Journal of Homosexuality	Psychology & Cognitive Sciences
	Journal of Humanistic Psychology	Psychology & Cognitive Sciences
	Journal of Language and Social Psychology	Psychology & Cognitive Sciences
	Journal of Nonverbal Behavior	Psychology & Cognitive Sciences
	Journal of Personality	Psychology & Cognitive Sciences
	Journal of Personality and Social Psychology	Psychology & Cognitive Sciences
	Journal of Positive Psychology	Psychology & Cognitive Sciences
	Journal of psychology and theology	Psychology & Cognitive Sciences
	Journal of Religion and Health	Psychology & Cognitive Sciences
	Journal of Research in Personality	Psychology & Cognitive Sciences
	Journal of Scientific Exploration	Psychology & Cognitive Sciences
	Journal of Social and Clinical Psychology	Psychology & Cognitive Sciences
	Journal of Social and Personal Relationships	Psychology & Cognitive Sciences
	Journal of social behavior and personality	Psychology & Cognitive Sciences
	Journal of Social Issues	Psychology & Cognitive Sciences
	Mental Health, Religion & Culture	Psychology & Cognitive Sciences
	Motivation and Emotion	Psychology & Cognitive Sciences
	Names	Psychology & Cognitive Sciences
	Negotiation Journal	Psychology & Cognitive Sciences
	New Zealand journal of psychology	Psychology & Cognitive Sciences
	North American Journal of Psychology	Psychology & Cognitive Sciences
	Organizational Behavior and Human Decision Processes	Psychology & Cognitive Sciences
	Pastoral Psychology	Psychology & Cognitive Sciences
	Peace and Conflict: Journal of Peace Psychology	Psychology & Cognitive Sciences
	Personal Relationships	Psychology & Cognitive Sciences
	Personality and Individual Differences	Psychology & Cognitive Sciences
	Personality and Social Psychology Bulletin	Psychology & Cognitive Sciences
	Personality and Social Psychology Review (Sage)	Psychology & Cognitive Sciences
	Perspectives on Psychological Science	Psychology & Cognitive Sciences
	Political Psychology	Psychology & Cognitive Sciences
	Politics and the Life Sciences	Psychology & Cognitive Sciences
	Psicothema	Psychology & Cognitive Sciences
	Psikhologicheskii zhurnal	Psychology & Cognitive Sciences
	Psychological Bulletin	Psychology & Cognitive Sciences
	Psychological Inquiry	Psychology & Cognitive Sciences
	Psychological Reports	Psychology & Cognitive Sciences
	Psychologische Rundschau; Ueberblick uber die Fortschritte der Psychologie in Deutschland, Oesterreich, und der Schweiz	Psychology & Cognitive Sciences
	Psychology (Savannah, Ga.)	Psychology & Cognitive Sciences
	Psychology of Men and Masculinity	Psychology & Cognitive Sciences
	Psychology of Women Quarterly	Psychology & Cognitive Sciences
	Review of General Psychology	Psychology & Cognitive Sciences
	Revue Europeenne de Psychologie Appliquee / European Review of Applied Psychology	Psychology & Cognitive Sciences
	Revue Internationale de Psychologie Sociale	Psychology & Cognitive Sciences
	Self and Identity	Psychology & Cognitive Sciences
	Sex Roles	Psychology & Cognitive Sciences
	Social Behavior and Personality: An International Journal	Psychology & Cognitive Sciences
	Social Cognition	Psychology & Cognitive Sciences
	Social Indicators Research	Psychology & Cognitive Sciences
	Social Justice Research	Psychology & Cognitive Sciences
	Social Science Information	Psychology & Cognitive Sciences
	South African journal of psychology = Suid-Afrikaanse tydskrif vir sielkunde	Psychology & Cognitive Sciences
	Studia psychologica	Psychology & Cognitive Sciences
	Swiss Journal of Psychology	Psychology & Cognitive Sciences
	The Journal of parapsychology	Psychology & Cognitive Sciences
	The Journal of psychology	Psychology & Cognitive Sciences
	The Journal of social psychology	Psychology & Cognitive Sciences
	The mankind quarterly	Psychology & Cognitive Sciences
	The Psychologist	Psychology & Cognitive Sciences
	The Spanish journal of psychology	Psychology & Cognitive Sciences
	Theory & Psychology	Psychology & Cognitive Sciences
	Turk Psikoloji Dergisi	Psychology & Cognitive Sciences
	Voprosy psikhologii	Psychology & Cognitive Sciences
	Zeitschrift für Sozialpsychologie	Psychology & Cognitive Sciences
	AJIC -- American Journal of Infection Control	Public Health & Health Services
	American Journal of Epidemiology	Public Health & Health Services
	Annals of Epidemiology	Public Health & Health Services
	British Journal of Infection Control	Public Health & Health Services
	Cancer Causes & Control	Public Health & Health Services
	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	Public Health & Health Services
	Clinical practice and epidemiology in mental health : CP & EMH	Public Health & Health Services
	Emerging Themes in Epidemiology	Public Health & Health Services
	Environmental Epidemiology and Toxicology	Public Health & Health Services
	Epidemiologia e psichiatria sociale	Public Health & Health Services
	Epidemiologic Perspectives & Innovations	Public Health & Health Services
	Epidemiologic Reviews	Public Health & Health Services
	Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceske lekarske spolecnosti J.E. Purkyne	Public Health & Health Services
	Epidemiology	Public Health & Health Services
	Epidemiology and Infection	Public Health & Health Services
	European Journal of Epidemiology	Public Health & Health Services
	Genetic Epidemiology	Public Health & Health Services
	Infection Control and Hospital Epidemiology	Public Health & Health Services
	International Journal of Epidemiology	Public Health & Health Services
	Journal of Clinical Epidemiology	Public Health & Health Services
	Journal of epidemiology / Japan Epidemiological Association	Public Health & Health Services
	Journal of Epidemiology and Biostatistics	Public Health & Health Services
	Journal of Epidemiology and Community Health	Public Health & Health Services
	Journal of Exposure Science and Environmental Epidemiology	Public Health & Health Services
	Journal of Hospital Infection	Public Health & Health Services
	Neuroepidemiology	Public Health & Health Services
	Norsk Epidemiologi	Public Health & Health Services
	Ophthalmic Epidemiology (Informa)	Public Health & Health Services
	Paediatric & Perinatal Epidemiology	Public Health & Health Services
	Revista brasileira de epidemiologia = Brazilian journal of epidemiology	Public Health & Health Services
	Revista Cubana de Higiene y Epidemiologia	Public Health & Health Services
	Revue d'Epidemiologie et de Sante Publique	Public Health & Health Services
	Zentralsterilisation - Central Service	Public Health & Health Services
	Activities, Adaptation & Aging	Public Health & Health Services
	AGE	Public Health & Health Services
	Ageing & Society	Public Health & Health Services
	Ageing Research Reviews	Public Health & Health Services
	American Journal of Hospice & Palliative Medicine	Public Health & Health Services
	Australasian Journal on Ageing	Public Health & Health Services
	Biogerontology	Public Health & Health Services
	BMC Palliative Care	Public Health & Health Services
	Canadian journal on aging = La revue canadienne du vieillissement	Public Health & Health Services
	Educational Gerontology	Public Health & Health Services
	European Journal of Ageing	Public Health & Health Services
	European Journal of Palliative Care	Public Health & Health Services
	European Reviews of Aging and Physical Activity	Public Health & Health Services
	Experimental Gerontology	Public Health & Health Services
	Facts, Research and Intervention in Geriatrics	Public Health & Health Services
	Generations (San Francisco, Calif.)	Public Health & Health Services
	Geriatrics & Gerontology International	Public Health & Health Services
	Gerontologie et societe : cahiers de la Fondation nationale de gerontologie	Public Health & Health Services
	Gerontology	Public Health & Health Services
	Gerontology & Geriatrics Education	Public Health & Health Services
	Home Health Care Services Quarterly	Public Health & Health Services
	International journal of aging & human development	Public Health & Health Services
	Journal of Aging & Social Policy	Public Health & Health Services
	Journal of Aging and Health	Public Health & Health Services
	Journal of aging and physical activity	Public Health & Health Services
	Journal of Aging Studies	Public Health & Health Services
	Journal of anti-aging medicine	Public Health & Health Services
	Journal of Applied Gerontology	Public Health & Health Services
	Journal of Cross-Cultural Gerontology	Public Health & Health Services
	Journal of Elder Abuse & Neglect	Public Health & Health Services
	Journal of Gerontological Social Work	Public Health & Health Services
	Journal of Housing for the Elderly	Public Health & Health Services
	Journal of palliative care	Public Health & Health Services
	Journal of Palliative Medicine	Public Health & Health Services
	Journal of Social Work in End-of-Life & Palliative Care	Public Health & Health Services
	Journal of Women & Aging	Public Health & Health Services
	Journals of Gerontology: Series A	Public Health & Health Services
	Journals of Gerontology: Series B	Public Health & Health Services
	Mechanisms of Ageing and Development	Public Health & Health Services
	Medecine Palliative	Public Health & Health Services
	Palliative Medicine	Public Health & Health Services
	Progress in Palliative Care	Public Health & Health Services
	Research on Aging	Public Health & Health Services
	Soins Gerontologie	Public Health & Health Services
	The Gerontologist	Public Health & Health Services
	Zeitschrift für Gerontologie und Geriatrie	Public Health & Health Services
	Acta hospitalia	Public Health & Health Services
	Advances in Health Care Management	Public Health & Health Services
	American Journal of Managed Care	Public Health & Health Services
	American Journal of Medical Quality	Public Health & Health Services
	Applied health economics and health policy	Public Health & Health Services
	Australian health review : a publication of the Australian Hospital Association	Public Health & Health Services
	BMC Health Services Research	Public Health & Health Services
	Chinese Journal of Public Health	Public Health & Health Services
	Cost Effectiveness and Resource Allocation	Public Health & Health Services
	Disease Management	Public Health & Health Services
	Disease Management and Health Outcomes	Public Health & Health Services
	Evidence & Policy	Public Health & Health Services
	Expert review of pharmacoeconomics & outcomes research	Public Health & Health Services
	Gesundheitsökonomie & Qualitätsmanagement	Public Health & Health Services
	Health Affairs	Public Health & Health Services
	Health and Quality of Life Outcomes	Public Health & Health Services
	Health care financing review	Public Health & Health Services
	Health Care Management Review	Public Health & Health Services
	Health Care Management Science	Public Health & Health Services
	Health Economics	Public Health & Health Services
	Health Economics, Policy and Law	Public Health & Health Services
	Health Policy	Public Health & Health Services
	Health Policy and Planning	Public Health & Health Services
	Health Research Policy and Systems	Public Health & Health Services
	Health Services and Outcomes Research Methodology	Public Health & Health Services
	Health Services Management Research	Public Health & Health Services
	Health Services Research	Public Health & Health Services
	Health technology assessment (Winchester, England)	Public Health & Health Services
	HealthcarePapers	Public Health & Health Services
	HEPAC Health Economics in Prevention and Care	Public Health & Health Services
	Hospital materiel management quarterly	Public Health & Health Services
	Human Resources for Health	Public Health & Health Services
	Implementation Science	Public Health & Health Services
	Inquiry : a journal of medical care organization, provision and financing	Public Health & Health Services
	International Journal for Quality in Health Care (Elsevier)	Public Health & Health Services
	International Journal of Health Care Finance and Economics	Public Health & Health Services
	International Journal of Health Care Quality Assurance	Public Health & Health Services
	International Journal of Health Planning and  Management	Public Health & Health Services
	International Journal of Technology Assessment in Health Care	Public Health & Health Services
	Journal d'Economie Medicale	Public Health & Health Services
	Journal of Ambulatory Care Management	Public Health & Health Services
	Journal of Evaluation in Clinical Practice	Public Health & Health Services
	Journal of health and human services administration	Public Health & Health Services
	Journal of health care finance	Public Health & Health Services
	Journal of Health Economics	Public Health & Health Services
	Journal of Health Organisation and Management	Public Health & Health Services
	Journal of Health Politics, Policy and Law	Public Health & Health Services
	Journal of Health Services Research & Policy	Public Health & Health Services
	Journal of healthcare management / American College of Healthcare Executives	Public Health & Health Services
	Journal of managed care pharmacy : JMCP	Public Health & Health Services
	Journal of Medical Economics	Public Health & Health Services
	Journal of Patient Safety	Public Health & Health Services
	Journal of Pharmaceutical Finance, Economics & Policy	Public Health & Health Services
	Journal of Research in Pharmaceutical Economics	Public Health & Health Services
	Managed care interface	Public Health & Health Services
	Medical Care	Public Health & Health Services
	Medical Care Research and Review	Public Health & Health Services
	Medical Decision Making	Public Health & Health Services
	Medical group management journal / MGMA	Public Health & Health Services
	PharmacoEconomics	Public Health & Health Services
	PharmacoEconomics - Italian Research Articles	Public Health & Health Services
	Quality and Safety in Health Care	Public Health & Health Services
	Quality Management in Health Care	Public Health & Health Services
	Quality of Life Research	Public Health & Health Services
	Research in Healthcare Financial Management	Public Health & Health Services
	Research in human capital and development	Public Health & Health Services
	The European Journal of Health Economics	Public Health & Health Services
	The Milbank Quarterly	Public Health & Health Services
	Value in Health	Public Health & Health Services
	AACN Advanced Critical Care	Public Health & Health Services
	AAOHN journal : official journal of the American Association of Occupational Health Nurses	Public Health & Health Services
	Accident and Emergency Nursing	Public Health & Health Services
	ACTA Paulista de Enfermagem	Public Health & Health Services
	Acta Scientiarum - Health Sciences	Public Health & Health Services
	Advances in Nursing Science	Public Health & Health Services
	American journal of critical care : an official publication, American Association of Critical-Care Nurses	Public Health & Health Services
	American Journal of Nursing	Public Health & Health Services
	Annual Review of Nursing Education	Public Health & Health Services
	AORN Journal	Public Health & Health Services
	Applied Nursing Research	Public Health & Health Services
	Archives of Psychiatric Nursing	Public Health & Health Services
	Australasian Emergency Nursing Journal	Public Health & Health Services
	Australian Critical Care	Public Health & Health Services
	Biological Research For Nursing	Public Health & Health Services
	BMC Nursing	Public Health & Health Services
	British Journal of Midwifery	Public Health & Health Services
	Cancer Nursing	Public Health & Health Services
	Care management journals : Journal of case management ; The journal of long term home health care	Public Health & Health Services
	Case Manager	Public Health & Health Services
	CIN - Computers Informatics Nursing	Public Health & Health Services
	Clinical Effectiveness in Nursing	Public Health & Health Services
	Clinical excellence for nurse practitioners : the international journal of NPACE	Public Health & Health Services
	Clinical Nurse Specialist	Public Health & Health Services
	Clinical Nursing Research	Public Health & Health Services
	Collegian	Public Health & Health Services
	Complementary Therapies in Nursing & Midwifery	Public Health & Health Services
	Computers in nursing	Public Health & Health Services
	Contemporary nurse : a journal for the Australian nursing profession	Public Health & Health Services
	Critical care nurse	Public Health & Health Services
	Critical Care Nursing Clinics of North America	Public Health & Health Services
	Critical Care Nursing Quarterly	Public Health & Health Services
	CRNA : the clinical forum for nurse anesthetists	Public Health & Health Services
	Dimensions of Critical Care Nursing	Public Health & Health Services
	Emergency nurse : the journal of the RCN Accident and Emergency Nursing Association	Public Health & Health Services
	Enfermeria clinica	Public Health & Health Services
	Enfermeria intensiva / Sociedad Espanola de Enfermeria Intensiva y Unidades Coronarias	Public Health & Health Services
	European Journal of Cardiovascular Nursing	Public Health & Health Services
	European Journal of Oncology Nursing	Public Health & Health Services
	Gastroenterology Nursing	Public Health & Health Services
	Geriatric Nursing	Public Health & Health Services
	Health & Social Care in the Community	Public Health & Health Services
	Health Care Manager	Public Health & Health Services
	Heart & Lung - The Journal of Acute and Critical Care	Public Health & Health Services
	Holistic Nursing Practice	Public Health & Health Services
	Home Care Provider	Public Health & Health Services
	Home Health Care Management & Practice	Public Health & Health Services
	Home Healthcare Nurse	Public Health & Health Services
	Hu li za zhi The journal of nursing	Public Health & Health Services
	Illness, Crisis, and Loss	Public Health & Health Services
	Intensive and Critical Care Nursing	Public Health & Health Services
	International Journal of Mental Health Nursing	Public Health & Health Services
	International Journal of Nursing Education Scholarship	Public Health & Health Services
	International Journal of Nursing Studies	Public Health & Health Services
	International Journal of Orthopaedic and Trauma Nursing	Public Health & Health Services
	International Journal of Trauma Nursing	Public Health & Health Services
	International Nursing Review	Public Health & Health Services
	Internet Journal of Advanced Nursing Practice	Public Health & Health Services
	Issues in Comprehensive Pediatric Nursing (Informa)	Public Health & Health Services
	Issues in Mental Health Nursing (Informa)	Public Health & Health Services
	JAVA - Journal of the Association for Vascular Access	Public Health & Health Services
	Journal for Nurses in Staff Development	Public Health & Health Services
	Journal for Specialists in Pediatric Nursing	Public Health & Health Services
	Journal of Advanced Nursing	Public Health & Health Services
	Journal of Cancer Nursing	Public Health & Health Services
	Journal of Cardiovascular Nursing	Public Health & Health Services
	Journal of case management	Public Health & Health Services
	Journal of Clinical Nursing	Public Health & Health Services
	Journal of Community Health Nursing	Public Health & Health Services
	Journal of Community Nursing	Public Health & Health Services
	Journal of continuing education in nursing	Public Health & Health Services
	Journal of Emergency Nursing	Public Health & Health Services
	Journal of Family Nursing	Public Health & Health Services
	Journal of Forensic Nursing	Public Health & Health Services
	Journal of gerontological nursing	Public Health & Health Services
	Journal of Hospice and Palliative Nursing	Public Health & Health Services
	Journal of Infusion Nursing	Public Health & Health Services
	Journal of Intergrated Care Pathways	Public Health & Health Services
	Journal of Interprofessional Care (Informa)	Public Health & Health Services
	Journal of intravenous nursing : the official publication of the Intravenous Nurses Society	Public Health & Health Services
	Journal of Neonatal Nursing	Public Health & Health Services
	Journal of Nursing Administration	Public Health & Health Services
	Journal of Nursing Care Quality	Public Health & Health Services
	Journal of Nursing Management	Public Health & Health Services
	Journal of nursing measurement	Public Health & Health Services
	Journal of Nursing Scholarship	Public Health & Health Services
	Journal of Obstetric, Gynecologic & Neonatal Nursing	Public Health & Health Services
	Journal of Pediatric Nursing	Public Health & Health Services
	Journal of Pediatric Oncology Nursing (Elsevier)	Public Health & Health Services
	Journal of PeriAnesthesia Nursing	Public Health & Health Services
	Journal of Perinatal and Neonatal Nursing	Public Health & Health Services
	Journal of Professional Nursing	Public Health & Health Services
	Journal of Psychiatric & Mental Health Nursing	Public Health & Health Services
	Journal of psychosocial nursing and mental health services	Public Health & Health Services
	Journal of Research in Nursing	Public Health & Health Services
	Journal of the American Academy of Nurse Practitioners	Public Health & Health Services
	Journal of the American Psychiatric Nurses Association (Elsevier)	Public Health & Health Services
	Journal of Tissue Viability	Public Health & Health Services
	Journal of Transcultural Nursing	Public Health & Health Services
	Journal of Vascular Nursing	Public Health & Health Services
	Journal of WOCN (Elsevier)	Public Health & Health Services
	MCN The American Journal of Maternal/Child Nursing	Public Health & Health Services
	Midwifery	Public Health & Health Services
	Mortality	Public Health & Health Services
	Newborn and Infant Nursing Reviews	Public Health & Health Services
	Nurse Education in Practice	Public Health & Health Services
	Nurse Education Today	Public Health & Health Services
	Nurse Educator	Public Health & Health Services
	Nurse Leader	Public Health & Health Services
	Nurse practitioner forum	Public Health & Health Services
	Nursing	Public Health & Health Services
	Nursing & Health Sciences	Public Health & Health Services
	Nursing Administration Quarterly	Public Health & Health Services
	Nursing and health care perspectives	Public Health & Health Services
	Nursing Clinics of North America	Public Health & Health Services
	Nursing economic$	Public Health & Health Services
	Nursing education perspectives	Public Health & Health Services
	Nursing for women's health	Public Health & Health Services
	Nursing history review : official journal of the American Association for the History of Nursing	Public Health & Health Services
	Nursing Inquiry	Public Health & Health Services
	Nursing Outlook	Public Health & Health Services
	Nursing Philosophy	Public Health & Health Services
	Nursing Research	Public Health & Health Services
	Nursing Science Quarterly	Public Health & Health Services
	Oncology Nursing Forum	Public Health & Health Services
	Online journal of issues in nursing	Public Health & Health Services
	Online Journal of Nursing Informatics	Public Health & Health Services
	Orthopaedic Nursing	Public Health & Health Services
	Ostomy/wound management	Public Health & Health Services
	Pain Management Nursing	Public Health & Health Services
	Perspectives (Gerontological Nursing Association (Canada))	Public Health & Health Services
	Perspectives in Psychiatric Care	Public Health & Health Services
	Pflege	Public Health & Health Services
	Plastic Surgical Nursing	Public Health & Health Services
	Policy, Politics, & Nursing Practice	Public Health & Health Services
	Professional Case Management	Public Health & Health Services
	Progress in Cardiovascular Nursing	Public Health & Health Services
	Public Health Nursing	Public Health & Health Services
	Qualitative Health Research	Public Health & Health Services
	Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses	Public Health & Health Services
	Research in Nursing & Health	Public Health & Health Services
	Revista cubana de enfermeria	Public Health & Health Services
	Revista da Escola de Enfermagem da U S P	Public Health & Health Services
	Revista latino-americana de enfermagem	Public Health & Health Services
	Revue de L'infirmiere	Public Health & Health Services
	Scandinavian Journal of Caring Sciences	Public Health & Health Services
	Seminars in Oncology Nursing	Public Health & Health Services
	Soins	Public Health & Health Services
	Taehan Kanho Hakhoe chi	Public Health & Health Services
	The Australian journal of advanced nursing : a quarterly publication of the Royal Australian Nursing Federation	Public Health & Health Services
	The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmieres	Public Health & Health Services
	The Canadian nurse	Public Health & Health Services
	The Journal for Nurse Practitioners	Public Health & Health Services
	The Journal of nursing education	Public Health & Health Services
	The Journal of School Nursing	Public Health & Health Services
	Topics in Advanced Practice Nursing	Public Health & Health Services
	Western Journal of Nursing Research	Public Health & Health Services
	World Views on Evidence-Based Nursing	Public Health & Health Services
	Advances in medical sociology	Public Health & Health Services
	African journal of AIDS research : AJAR	Public Health & Health Services
	AIDS & public policy journal	Public Health & Health Services
	AIDS and Behavior	Public Health & Health Services
	AIDS Care	Public Health & Health Services
	AIDS Education and Prevention: An Interdisciplinary Journal	Public Health & Health Services
	American Journal of Community Psychology	Public Health & Health Services
	American Journal of Health Behavior	Public Health & Health Services
	American journal of health promotion : AJHP	Public Health & Health Services
	American Journal of Men's Health	Public Health & Health Services
	American Journal of Preventive Medicine	Public Health & Health Services
	American journal of public health	Public Health & Health Services
	Annals of Behavioral Medicine	Public Health & Health Services
	Annual Review of Public Health	Public Health & Health Services
	Annual review of sex research	Public Health & Health Services
	Anthropology & Medicine	Public Health & Health Services
	Archives of Public Health	Public Health & Health Services
	Asia Pacific Journal of Public Health	Public Health & Health Services
	Australia and New Zealand health policy	Public Health & Health Services
	Australian and New Zealand Journal of Public Health	Public Health & Health Services
	Australian Journal of Primary Health	Public Health & Health Services
	Behavioral medicine (Washington, D.C.)	Public Health & Health Services
	BMC Family Practice	Public Health & Health Services
	BMC International Health and Human Rights	Public Health & Health Services
	BMC Public Health	Public Health & Health Services
	British Journal of General Practice	Public Health & Health Services
	Cadernos de Saude Publica	Public Health & Health Services
	Canadian journal of public health. Revue canadienne de sante publique	Public Health & Health Services
	Chronic diseases in Canada	Public Health & Health Services
	Chronic Illness	Public Health & Health Services
	Ciencia e Saude Coletiva	Public Health & Health Services
	Colombia medica (Cali, Colombia)	Public Health & Health Services
	Communication & Medicine (Walter de Gruyter)	Public Health & Health Services
	Contemporary Clinical Trials	Public Health & Health Services
	Critical Public Health	Public Health & Health Services
	Culture, Health & Sexuality	Public Health & Health Services
	Drugs & Society	Public Health & Health Services
	Education for General Practice	Public Health & Health Services
	Education for primary care : an official publication of the Association of Course Organisers, National Association of GP Tutors, World Organisation of Family Doctors	Public Health & Health Services
	Electronic Journal of Human Sexuality	Public Health & Health Services
	Estudos Avancados	Public Health & Health Services
	Ethnicity & disease	Public Health & Health Services
	Ethnicity & Health	Public Health & Health Services
	European Journal of Public Health	Public Health & Health Services
	Evaluation & the Health Professions	Public Health & Health Services
	Family and Community Health	Public Health & Health Services
	Family planning perspectives	Public Health & Health Services
	Family Practice	Public Health & Health Services
	Gaceta sanitaria / S.E.S.P.A.S	Public Health & Health Services
	Genitourinary medicine	Public Health & Health Services
	Global Public Health	Public Health & Health Services
	Health & Place	Public Health & Health Services
	Health and human rights	Public Health & Health Services
	Health Care for Women International	Public Health & Health Services
	Health Communication	Public Health & Health Services
	Health Education	Public Health & Health Services
	Health Education & Behavior	Public Health & Health Services
	Health Education Journal	Public Health & Health Services
	Health Education Research	Public Health & Health Services
	Health Expectations	Public Health & Health Services
	Health Promotion International	Public Health & Health Services
	Health promotion journal of Australia : official journal of Australian Association of Health Promotion Professionals	Public Health & Health Services
	Health Psychology	Public Health & Health Services
	Health, Risk & Society	Public Health & Health Services
	Health: An Interdisciplinary Journal for the Social Study of Health, Illness and Medicine	Public Health & Health Services
	Hispanic health care international : the official journal of the National Association of Hispanic Nurses	Public Health & Health Services
	Huisarts en wetenschap	Public Health & Health Services
	Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention	Public Health & Health Services
	International Journal for Equity in Health	Public Health & Health Services
	International journal of adolescent medicine and health	Public Health & Health Services
	International Journal of Behavioral Medicine	Public Health & Health Services
	International Journal of Behavioral Nutrition and Physical Activity	Public Health & Health Services
	International journal of circumpolar health	Public Health & Health Services
	International Journal of Health Geographics	Public Health & Health Services
	International Journal of Health Promotion and Education	Public Health & Health Services
	International journal of health services : planning, administration, evaluation	Public Health & Health Services
	International journal of men's health	Public Health & Health Services
	International Journal of Public Health	Public Health & Health Services
	International Journal of STD & AIDS	Public Health & Health Services
	International Journal of Transgenderism	Public Health & Health Services
	International quarterly of community health education	Public Health & Health Services
	Journal of Adolescent Health	Public Health & Health Services
	Journal of Cancer Education	Public Health & Health Services
	Journal of Community Health	Public Health & Health Services
	Journal of Gay & Lesbian Psychotherapy	Public Health & Health Services
	Journal of Gay & Lesbian Social Services	Public Health & Health Services
	Journal of health and social behavior	Public Health & Health Services
	Journal of Health Care for the Poor and Underserved	Public Health & Health Services
	Journal of Health Communication	Public Health & Health Services
	Journal of health education / Association for the Advancement of Health Education	Public Health & Health Services
	Journal of Health Psychology	Public Health & Health Services
	Journal of HIV/AIDS & Social Services	Public Health & Health Services
	Journal of HIV/AIDS Prevention & Education for Adolescents & Children	Public Health & Health Services
	Journal of HIV/AIDS Prevention in Children & Youth	Public Health & Health Services
	Journal of Immigrant & Refugee Services	Public Health & Health Services
	Journal of Immigrant and Minority Health	Public Health & Health Services
	Journal of immigrant health	Public Health & Health Services
	Journal of Lesbian Studies	Public Health & Health Services
	Journal of Medical Screening	Public Health & Health Services
	Journal of physical activity & health	Public Health & Health Services
	Journal of Prevention & Intervention in the Community	Public Health & Health Services
	Journal of Psychology & Human Sexuality	Public Health & Health Services
	Journal of Public Health (Oxford)	Public Health & Health Services
	Journal of Public Health (Springer)	Public Health & Health Services
	Journal of Public Health Management and Practice	Public Health & Health Services
	Journal of public health medicine	Public Health & Health Services
	Journal of Public Health Policy	Public Health & Health Services
	Journal of School Health	Public Health & Health Services
	Journal of sex education and therapy	Public Health & Health Services
	Journal of the Association of Nurses in AIDS Care	Public Health & Health Services
	Journal of the Gay and Lesbian Medical Association	Public Health & Health Services
	Journal of the National Medical Association	Public Health & Health Services
	Journal of the Royal Society for Promotion of Health	Public Health & Health Services
	Journal of Urban Health	Public Health & Health Services
	Journal of Women's Health	Public Health & Health Services
	Journal of Women's Health & Gender-Based Medicine	Public Health & Health Services
	Maternal and Child Health Journal	Public Health & Health Services
	Medical Anthropology	Public Health & Health Services
	Medical Anthropology Quarterly	Public Health & Health Services
	Nicotine and Tobacco Research (OUP)	Public Health & Health Services
	Patient Education and Counseling	Public Health & Health Services
	Perspectives on Sexual and Reproductive Health	Public Health & Health Services
	Preventive Medicine	Public Health & Health Services
	Psicologia em estudo / Universidade Estadual de Maringa, Centro de Ciencias Humanas Letras e Artes, Departamento de Psicologia	Public Health & Health Services
	Psicologia: Reflexao e Critica	Public Health & Health Services
	Psychology, Health & Medicine	Public Health & Health Services
	Public Health	Public Health & Health Services
	Public Health Medicine	Public Health & Health Services
	Public health reports (Washington, D.C. : 1974)	Public Health & Health Services
	Qualitative Research in Psychology (Sage)	Public Health & Health Services
	Quality in primary care	Public Health & Health Services
	Reproductive Health Matters	Public Health & Health Services
	Research in the sociology of health care	Public Health & Health Services
	Revista Brasileira de Saude Materno Infantil	Public Health & Health Services
	Revista Cubana de Salud Publica	Public Health & Health Services
	Revista de salud publica (Bogota, Colombia)	Public Health & Health Services
	Revista de Saude Publica	Public Health & Health Services
	Revista espanola de salud publica	Public Health & Health Services
	Revista panamericana de salud publica = Pan American journal of public health	Public Health & Health Services
	SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance / SAHARA , Human Sciences Research Council	Public Health & Health Services
	Salud publica de Mexico	Public Health & Health Services
	Sante publique (Vandoeuvre-les-Nancy, France)	Public Health & Health Services
	Scandinavian Journal of Primary Health Care (Informa)	Public Health & Health Services
	Scandinavian Journal of Public Health (Sage)	Public Health & Health Services
	Scandinavian journal of public health. Supplement	Public Health & Health Services
	Scandinavian journal of social medicine	Public Health & Health Services
	Sciences sociales et sante	Public Health & Health Services
	Sex Education	Public Health & Health Services
	Sexual Health	Public Health & Health Services
	Sexuality & Culture	Public Health & Health Services
	Sexually Transmitted Diseases	Public Health & Health Services
	Sexually transmitted infections	Public Health & Health Services
	Social Science & Medicine	Public Health & Health Services
	Sociology of Health & Illness	Public Health & Health Services
	Sozial- und Praventivmedizin	Public Health & Health Services
	The Canadian journal of human sexuality	Public Health & Health Services
	The Journal of Rural Health	Public Health & Health Services
	Tobacco control	Public Health & Health Services
	Venereology : official publication of the National Venereology Council of Australia	Public Health & Health Services
	WHO regional publications. European series	Public Health & Health Services
	Women & Health	Public Health & Health Services
	Women's Health Issues	Public Health & Health Services
	World Health Organization technical report series	Public Health & Health Services
	Advances in Physiotherapy (Informa)	Public Health & Health Services
	American annals of the deaf	Public Health & Health Services
	American journal of art therapy	Public Health & Health Services
	American Journal of Dance Therapy	Public Health & Health Services
	American journal of mental retardation : AJMR	Public Health & Health Services
	American Journal of Physical Medicine and Rehabilitation	Public Health & Health Services
	Annales de Réadaptation et de Médecine Physique	Public Health & Health Services
	Archives of Physical Medicine and Rehabilitation	Public Health & Health Services
	Art Therapy	Public Health & Health Services
	Assistive technology : the official journal of RESNA	Public Health & Health Services
	Australian Occupational Therapy Journal	Public Health & Health Services
	Brain Injury	Public Health & Health Services
